feature_1,feature_2,feature_3,feature_4,label,example_id
1.5988888888888888,9.479722222222222,5.883,40.0,1,5693
13.423055555555555,8.596111111111112,13.544,40.0,1,986
11.103055555555555,1.1669444444444443,1.054,37.0,1,3253
22.863333333333333,8.5775,3.24,41.0,1,1453
22.252222222222223,0.08277777777777778,2.522,13.0,0,3808
1.323888888888889,6.655277777777778,4.56,44.0,1,3949
0.5655555555555556,9.954444444444444,2.717,52.0,1,3866
0.8627777777777778,5.2725,12.757,37.0,1,3826
10.380277777777778,1.7994444444444444,11.256,34.0,1,4224
2.3938888888888887,7.701388888888889,12.419,42.0,1,1088
23.36722222222222,17.092222222222222,15.86,13.0,0,3724
1.353888888888889,7.623055555555555,7.39,43.0,1,3956
1.5908333333333333,8.449722222222222,4.624,43.0,1,4673
10.910833333333333,1.541388888888889,3.969,46.0,1,1293
2.91,4.802222222222222,5.088,48.0,1,2023
22.985,8.446111111111112,9.921,34.0,1,4244
0.009166666666666667,6.6466666666666665,3.973,46.0,1,1747
5.353055555555556,2.7583333333333333,6.208,14.0,0,3406
1.6688888888888889,6.2427777777777775,4.861,42.0,1,939
2.4658333333333333,7.614444444444445,16.133,37.0,1,395
8.554722222222223,1.4230555555555555,3.4,45.0,1,224
2.290277777777778,0.9838888888888889,6.845,13.0,0,3345
0.5286111111111111,7.976666666666667,4.212,43.0,1,1428
23.315555555555555,4.171666666666667,10.878,42.0,1,5382
7.123333333333333,0.8188888888888889,29.078,13.0,0,1242
5.4911111111111115,0.9105555555555556,0.901,2.0,0,1706
4.409166666666667,5.661388888888889,7.433,43.0,1,3003
7.256944444444445,1.1788888888888889,2.993,15.0,0,5480
1.0441666666666667,1.9813888888888889,0.866,39.0,1,3697
3.311111111111111,5.353888888888889,6.625,35.0,1,3894
16.294444444444444,1.53,45.596,15.0,0,5695
1.7522222222222221,0.9416666666666667,0.908,10.0,0,3743
9.567222222222222,1.1866666666666668,24.486,8.0,0,4642
3.7255555555555557,2.8722222222222222,0.956,38.0,1,5063
0.8547222222222223,7.472222222222222,11.218,41.0,1,4128
0.6177777777777778,4.448611111111111,0.845,31.0,1,5614
1.1419444444444444,8.035833333333333,15.042,34.0,1,5995
1.5369444444444444,7.364722222222222,11.719,34.0,1,3064
5.8436111111111115,4.293333333333333,2.37,18.0,0,1331
2.5033333333333334,4.572222222222222,8.766,41.0,1,1335
1.1077777777777778,0.7316666666666667,4.792,48.0,1,2833
13.6275,3.062777777777778,10.721,45.0,1,5264
0.56,5.105555555555555,0.872,37.0,1,3030
0.014166666666666666,2.016388888888889,2.727,43.0,1,2477
9.248888888888889,0.9458333333333333,37.565,14.0,0,3475
1.021388888888889,1.3497222222222223,5.263,40.0,1,3544
1.3541666666666667,3.631111111111111,12.649,19.0,0,5042
4.115277777777778,4.113333333333333,6.417,34.0,1,1609
5.939444444444445,2.098333333333333,0.879,46.0,1,1452
0.18583333333333332,10.331111111111111,15.942,31.0,1,4149
0.8308333333333333,3.0980555555555553,13.025,50.0,1,4048
1.1180555555555556,8.070555555555556,6.061,24.0,1,3760
13.672777777777778,0.8844444444444445,0.964,43.0,1,5338
21.905833333333334,8.460555555555555,2.908,44.0,1,5001
6.907777777777778,2.0030555555555556,0.811,43.0,1,138
3.9925,0.8797222222222222,7.661,13.0,0,4271
1.3391666666666666,7.6930555555555555,9.283,38.0,1,1410
0.21916666666666668,7.3025,27.78,40.0,1,3974
5.319444444444445,2.4180555555555556,0.823,48.0,1,2292
7.740555555555556,0.29,4.147,14.0,0,3764
0.4113888888888889,3.205,8.413,7.0,0,2686
0.09888888888888889,9.735833333333334,8.033,47.0,1,41
4.204444444444444,1.8133333333333332,0.9,17.0,0,4785
3.4316666666666666,4.1258333333333335,3.516,8.0,0,4732
1.238611111111111,9.333055555555555,15.37,37.0,1,2899
0.44,6.976111111111111,16.378,43.0,1,2731
23.787777777777777,8.823055555555555,5.037,43.0,1,4921
4.8325,0.9283333333333333,2.923,41.0,1,734
23.119722222222222,9.065833333333334,16.453,35.0,1,5669
22.00611111111111,1.243611111111111,4.026,44.0,1,2567
3.7447222222222223,1.815,0.866,38.0,1,2780
7.523055555555556,0.8188888888888889,1.713,7.0,0,3629
0.19027777777777777,7.252222222222223,7.964,40.0,1,3898
3.5055555555555555,10.018333333333333,2.312,37.0,1,7
0.4058333333333333,4.061111111111111,14.06,1.0,0,3380
0.3358333333333333,9.595555555555556,7.62,35.0,1,2894
10.892777777777777,3.1152777777777776,13.125,41.0,1,4036
2.4605555555555556,7.219444444444444,10.487,44.0,1,4343
3.868611111111111,4.288611111111111,2.201,40.0,1,896
2.4408333333333334,6.651666666666666,17.734,45.0,1,2921
7.060277777777777,0.8686111111111111,32.592,8.0,0,998
6.161388888888889,0.40194444444444444,6.331,9.0,0,5503
10.519722222222223,0.1836111111111111,2.319,13.0,0,3878
1.15,9.45,4.467,37.0,1,3396
0.6727777777777778,10.010555555555555,13.989,41.0,1,5592
20.84722222222222,0.11666666666666667,0.942,16.0,0,222
12.34388888888889,1.0169444444444444,6.888,41.0,1,1819
23.944444444444443,8.78,0.991,43.0,1,2348
0.9702777777777778,6.303333333333334,7.713,42.0,1,5071
4.223611111111111,5.848888888888889,6.9,42.0,1,471
2.2975,6.449722222222222,2.131,48.0,1,2968
6.1658333333333335,0.4686111111111111,2.736,37.0,1,1206
2.8180555555555555,3.7130555555555556,0.729,18.0,0,203
0.6397222222222222,10.755,9.408,42.0,1,1808
7.133055555555556,0.5933333333333334,3.52,37.0,1,1563
10.132222222222222,1.7208333333333334,11.507,8.0,0,706
0.5875,2.2622222222222224,9.549,42.0,1,5792
2.3594444444444442,4.196666666666666,6.156,14.0,1,3598
7.0552777777777775,1.6847222222222222,1.366,45.0,1,1512
1.0052777777777777,8.160555555555556,5.787,29.0,1,162
1.028888888888889,9.0975,11.468,43.0,1,1758
3.1952777777777777,6.629166666666666,6.649,43.0,1,3428
5.924444444444444,0.8233333333333334,2.451,13.0,0,4610
23.948888888888888,8.70888888888889,19.916,38.0,1,335
2.1683333333333334,9.066944444444445,13.413,44.0,1,3723
5.129444444444444,2.9391666666666665,6.422,13.0,0,3344
4.025833333333333,7.911388888888889,2.377,40.0,1,952
0.0525,9.556111111111111,12.049,43.0,1,5568
23.39,10.604722222222222,22.976,43.0,1,1287
2.173611111111111,6.365555555555556,1.946,42.0,1,850
4.853888888888889,2.138888888888889,14.116,48.0,1,5866
10.502777777777778,0.955,6.576,6.0,0,5287
7.083611111111111,1.8091666666666666,5.949,43.0,1,1869
1.6447222222222222,8.782222222222222,2.083,43.0,1,278
2.0436111111111113,7.892222222222222,3.229,31.0,1,1744
3.0769444444444445,4.626666666666667,26.872,37.0,1,4078
5.105833333333333,4.056666666666667,19.89,44.0,1,3721
6.493611111111111,8.595277777777778,57.473,45.0,1,4823
0.6686111111111112,2.8580555555555556,6.069,33.0,1,5840
9.083333333333334,2.9925,3.734,43.0,1,4686
0.2752777777777778,8.12861111111111,3.521,39.0,1,4022
1.41,4.012222222222222,12.212,33.0,1,253
23.40861111111111,4.179444444444444,4.558,43.0,1,5284
0.8730555555555556,6.116944444444444,1.071,39.0,1,5217
0.9502777777777778,8.244722222222222,5.957,41.0,1,993
7.424444444444444,1.3419444444444444,1.638,16.0,0,1728
5.911388888888889,2.4202777777777778,7.387,39.0,1,3548
1.156111111111111,5.644722222222223,6.193,45.0,1,5904
2.9330555555555557,2.7616666666666667,14.255,13.0,0,4910
2.254166666666667,7.4425,11.625,46.0,1,861
4.9191666666666665,3.133888888888889,6.098,9.0,0,1554
1.1827777777777777,1.4522222222222223,26.806,14.0,0,1294
0.5555555555555556,7.201388888888889,17.724,39.0,1,1054
6.183611111111111,0.9086111111111111,38.088,9.0,0,2865
1.06,0.8922222222222222,0.856,42.0,1,1682
4.046944444444445,2.049166666666667,7.247,41.0,1,394
0.8008333333333333,6.2427777777777775,7.89,44.0,1,3832
0.40555555555555556,9.801388888888889,1.008,46.0,1,383
3.0808333333333335,6.463888888888889,4.003,29.0,1,2532
8.678888888888888,0.9513888888888888,5.421,38.0,1,28
23.47,9.108611111111111,6.411,46.0,1,3910
0.9586111111111111,7.861666666666666,2.219,45.0,1,379
1.3319444444444444,0.7325,0.846,43.0,1,2071
5.393611111111111,0.5458333333333333,13.12,18.0,0,1450
0.9513888888888888,3.25,10.232,43.0,1,5498
1.6547222222222222,7.048333333333333,9.869,41.0,1,2651
8.262777777777778,1.7377777777777779,1.046,42.0,1,3479
22.189722222222223,9.85388888888889,7.787,38.0,1,111
10.776944444444444,11.558333333333334,15.582,52.0,1,5635
3.6055555555555556,0.6188888888888889,6.634,7.0,0,3537
23.723055555555554,8.430833333333334,9.401,33.0,1,3653
5.154722222222222,0.30777777777777776,0.521,18.0,0,3465
1.698888888888889,15.954722222222221,2.105,43.0,1,2941
5.834444444444444,4.619166666666667,6.481,35.0,1,8
6.996944444444445,1.0391666666666666,2.577,12.0,0,5310
0.4533333333333333,7.762777777777778,4.199,34.0,1,1781
11.147222222222222,0.7280555555555556,0.853,48.0,1,2714
6.2475,4.140833333333333,2.284,9.0,0,5333
0.24666666666666667,9.135,11.369,31.0,1,5211
0.7411111111111112,7.757777777777778,22.214,43.0,1,1521
7.8069444444444445,1.4708333333333334,9.659,43.0,1,3810
1.3919444444444444,1.0866666666666667,0.823,46.0,1,5890
8.181111111111111,1.6408333333333334,4.915,39.0,1,918
5.495555555555556,1.5552777777777778,4.738,35.0,1,5044
0.31333333333333335,11.662777777777778,13.946,23.0,0,839
23.353055555555557,9.1075,18.632,11.0,0,2657
4.086111111111111,5.4238888888888885,10.752,49.0,1,5956
10.691666666666666,3.893611111111111,18.538,42.0,1,1969
23.44472222222222,9.596388888888889,1.017,36.0,1,148
21.421388888888888,1.2377777777777779,3.816,41.0,1,4933
0.9052777777777777,9.18388888888889,23.17,37.0,1,2763
5.066944444444444,5.960277777777778,0.928,45.0,1,2825
1.351388888888889,7.856111111111111,5.629,46.0,1,1652
21.552222222222223,5.259722222222222,19.197,43.0,1,1910
0.4761111111111111,2.598888888888889,5.351,13.0,0,5771
23.99111111111111,7.002777777777778,33.706,9.0,0,1261
7.3425,1.2491666666666668,7.878,8.0,0,3043
